5,Simply awesome,Really satisfied with the Product I received... It’s totally genuine and the packaging was also really good so if ur planning to buy just go for it.
5,Perfect product!,Amazing phone with great cameras and better battery which gives you the best performance. I just love the camera .
5,Best in the market!,"Great iPhone very snappy experience as apple kind. Upgraded from iPhone 7.
Pros
-Camera top class
- Battery top performed
-Chipset no need to say as apple kind
-Security as you expect from apple
- Display super bright industry leading colour
accuracy and super responsive
-Build quality as expect from apple sturdy
premium durable beautiful stylish.
-Os most stable os in smartphone industry

Cons
-No 5G
-Display is not based on OLED technology
-Charger headphones and 1 apple stic...
READ MORE"
4,Value-for-money,"I'm Really happy with the product
Delivery was fast as well
..it was a gift for my sister and she loved it so much."
5,Highly recommended,"It's my first time to use iOS phone and I am loving my upgradation 😍😍 I love the color, I love the assebility of the phone....I need to learn more about its functionality, but as far as I have seen, it's quite easy and it has a lot of functions to work on, specially if you are a content writer or a blogger you get a lot of content creation platforms and they are really amazing.

This phone not only for good quality photography but a lot of other task too.😍💯"
5,Worth every penny,"Previously I was using one plus 3t it was a great phone
And then I decided to upgrade I am stuck between Samsung s10 plus or iPhone 11
I have seen the specs and everything were good except the display it’s somewhere between 720-1080 and it’s not even an amoled it’s an LCD display
But I decided to go with iPhone because I have never used an IOS device I have Been an android user from the past 9 years I ordered IPhone 11 (128gb) product red
My experience after using 3 weeks
1. The delivery ...
READ MORE"
5,Perfect product!,"Value for money
5 star rating
Excellent camera
Battery backup full day in single charge.

Tougher and water resistant design, glossy back.
The screen has excellent brightness and contrast.
Apple A13 Bionic is the fastest smartphone chip on the planet.
Excellent battery life, fast charging support.
Stereo speakers with great quality."
5,Highly recommended,What a camera .....just awesome ..you can feel this iPhone just awesome . Good for gaming also ...try pubg in hd it’s just wow
4,Pretty good,"I was using Iphone 6s and also Oneplus 6t. Both mobiles were perfectly alright in Photos, gaming, and smooth interface . My 6s mobile getting battery issue. thought upgrade to 11. Really like this mobile of its Internal storage (compare to 6s) , camera and its touch feeling. Its a worth buying mobile for me."
5,Great product,"Amazing Powerful and Durable Gadget.

I’m am very happy with the camera picture quality, Amazing face id unlocked in dark room, Strong battery with perfect screen size as you can carry easily in pocket. This is my third iPhone.

I shifted from android Samsung Note series to iPhone because of the strong build quality and peace of mind for next 3-4 years.

Don’t think to much just go for it and I suggest you to go for minimum 128gb variant or more 256gb.

I’ve attached my puppy pics and no fi...
READ MORE"
5,Simply awesome,Really satisfied with the Product I received... It’s totally genuine and the packaging was also really good so if ur planning to buy just go for it.
5,Perfect product!,Amazing phone with great cameras and better battery which gives you the best performance. I just love the camera .
5,Best in the market!,"Great iPhone very snappy experience as apple kind. Upgraded from iPhone 7.
Pros
-Camera top class
- Battery top performed
-Chipset no need to say as apple kind
-Security as you expect from apple
- Display super bright industry leading colour
accuracy and super responsive
-Build quality as expect from apple sturdy
premium durable beautiful stylish.
-Os most stable os in smartphone industry

Cons
-No 5G
-Display is not based on OLED technology
-Charger headphones and 1 apple stic...
READ MORE"
4,Value-for-money,"I'm Really happy with the product
Delivery was fast as well
..it was a gift for my sister and she loved it so much."
5,Highly recommended,"It's my first time to use iOS phone and I am loving my upgradation 😍😍 I love the color, I love the assebility of the phone....I need to learn more about its functionality, but as far as I have seen, it's quite easy and it has a lot of functions to work on, specially if you are a content writer or a blogger you get a lot of content creation platforms and they are really amazing.

This phone not only for good quality photography but a lot of other task too.😍💯"
5,Worth every penny,"Previously I was using one plus 3t it was a great phone
And then I decided to upgrade I am stuck between Samsung s10 plus or iPhone 11
I have seen the specs and everything were good except the display it’s somewhere between 720-1080 and it’s not even an amoled it’s an LCD display
But I decided to go with iPhone because I have never used an IOS device I have Been an android user from the past 9 years I ordered IPhone 11 (128gb) product red
My experience after using 3 weeks
1. The delivery ...
READ MORE"
5,Perfect product!,"Value for money
5 star rating
Excellent camera
Battery backup full day in single charge.

Tougher and water resistant design, glossy back.
The screen has excellent brightness and contrast.
Apple A13 Bionic is the fastest smartphone chip on the planet.
Excellent battery life, fast charging support.
Stereo speakers with great quality."
5,Highly recommended,What a camera .....just awesome ..you can feel this iPhone just awesome . Good for gaming also ...try pubg in hd it’s just wow
4,Pretty good,"I was using Iphone 6s and also Oneplus 6t. Both mobiles were perfectly alright in Photos, gaming, and smooth interface . My 6s mobile getting battery issue. thought upgrade to 11. Really like this mobile of its Internal storage (compare to 6s) , camera and its touch feeling. Its a worth buying mobile for me."
5,Great product,"Amazing Powerful and Durable Gadget.

I’m am very happy with the camera picture quality, Amazing face id unlocked in dark room, Strong battery with perfect screen size as you can carry easily in pocket. This is my third iPhone.

I shifted from android Samsung Note series to iPhone because of the strong build quality and peace of mind for next 3-4 years.

Don’t think to much just go for it and I suggest you to go for minimum 128gb variant or more 256gb.

I’ve attached my puppy pics and no fi...
READ MORE"
5,Fabulous!,This is my first iOS phone. I am very happy with this product. Very much satisfied with this. I love this phone.
5,Classy product,Best and amazing product.....phone looks so premium.... battary is also good as expected .... Wide angle camera is so addictive ...if you are a IOS lover....then this phone will be the best choice for you all!!💯🔥
5,Worth every penny,"i11 is worthy to buy, too much happy with the product. Thank u flipkart I received the item on time..loved it.."
5,Perfect product!,"It’s a must buy who is looking for an upgrade from previous generation of iPhones. If you are using XR then still you can hold on for sometime and upgrade to 2020 model else this phone is a must buy . Camera quality is amazing and wide angle is something to count upon. Performance wise it’s amazing and feels premium while holding in hand. So a big YES for this device. Go for 128 GB variant as the 4K videos will occupy lots of space and the storage can get over very quickly. Try to buy it with...
READ MORE"
4,Good choice,So far it’s been an AMAZING experience coming back to iOS after nearly a decade but it’s not as versatile as android though phone is sturdy dropped it accidentally a couple of times and nothing happened fortunately camera is awesome
4,Value-for-money,"Just got this iphone 11
And it is most powerful mobile phone I have used ever

So,go for it if you want a phone with best specification like camera,battery backup,display, A13 bionic chip

That's my review about this phone but yours can be differ from me...."
5,Perfect product!,"Value for money❤️❤️
Its awesome mobile phone in the world ...
Display was very good and bright ..
Trust me freinds you r never regret after Buying..
Just go for it....
I love this phone and i switch to iphone x to 11"
5,Highly recommended,"iphone 11 is a very good phone to buy only if you can compromise for the display. The display on this is device is pretty good but you can get other options with better displays in this price segment.
If you can survive with an HD+ LCD panel with thicker bezels and a notch up top then this is a very good phone for you.
Cameras are awesome, battery backup excellent, great performance and a decent premium look. Good job Apple !"
5,Perfect product!,"It is just awesome mobile for this price from Apple,

After 10 days review

Battery enough for 1 day even 24*7 Internet will be on and mostly internet usage

Camera is just awesome cool , android 64 MP is equal to this just 12 MP

A13 Bionic chip will give more high performance without hanging

Audio stereo speakers will give Dolby atoms sound with crystal clear

Video recording is like cinematic shots of every sec can be a 4K 60fps. Just awesome this phone
iPhone 11 loved one"
5,Highly recommended,"Amazing camera quality as expected, battery also has very good performance. Display, body, and touch experience is the best I’ve ever had. Sound quality of speakers is more than sufficient. Apple is known for it’s customer friendly security services and I can see it how. The A13 processor is the best in its work. So I would definitely recommend it for everyone who are looking for it, just go for it without delay.

The most amazing thing it the delivery. Flipkart has delivered it in the span ...
READ MORE"
5,Fabulous!,This is my first iOS phone. I am very happy with this product. Very much satisfied with this. I love this phone.
5,Classy product,Best and amazing product.....phone looks so premium.... battary is also good as expected .... Wide angle camera is so addictive ...if you are a IOS lover....then this phone will be the best choice for you all!!💯🔥
5,Worth every penny,"i11 is worthy to buy, too much happy with the product. Thank u flipkart I received the item on time..loved it.."
5,Perfect product!,"It’s a must buy who is looking for an upgrade from previous generation of iPhones. If you are using XR then still you can hold on for sometime and upgrade to 2020 model else this phone is a must buy . Camera quality is amazing and wide angle is something to count upon. Performance wise it’s amazing and feels premium while holding in hand. So a big YES for this device. Go for 128 GB variant as the 4K videos will occupy lots of space and the storage can get over very quickly. Try to buy it with...
READ MORE"
4,Good choice,So far it’s been an AMAZING experience coming back to iOS after nearly a decade but it’s not as versatile as android though phone is sturdy dropped it accidentally a couple of times and nothing happened fortunately camera is awesome
4,Value-for-money,"Just got this iphone 11
And it is most powerful mobile phone I have used ever

So,go for it if you want a phone with best specification like camera,battery backup,display, A13 bionic chip

That's my review about this phone but yours can be differ from me...."
5,Perfect product!,"Value for money❤️❤️
Its awesome mobile phone in the world ...
Display was very good and bright ..
Trust me freinds you r never regret after Buying..
Just go for it....
I love this phone and i switch to iphone x to 11"
5,Highly recommended,"iphone 11 is a very good phone to buy only if you can compromise for the display. The display on this is device is pretty good but you can get other options with better displays in this price segment.
If you can survive with an HD+ LCD panel with thicker bezels and a notch up top then this is a very good phone for you.
Cameras are awesome, battery backup excellent, great performance and a decent premium look. Good job Apple !"
5,Perfect product!,"It is just awesome mobile for this price from Apple,

After 10 days review

Battery enough for 1 day even 24*7 Internet will be on and mostly internet usage

Camera is just awesome cool , android 64 MP is equal to this just 12 MP

A13 Bionic chip will give more high performance without hanging

Audio stereo speakers will give Dolby atoms sound with crystal clear

Video recording is like cinematic shots of every sec can be a 4K 60fps. Just awesome this phone
iPhone 11 loved one"
5,Highly recommended,"Amazing camera quality as expected, battery also has very good performance. Display, body, and touch experience is the best I’ve ever had. Sound quality of speakers is more than sufficient. Apple is known for it’s customer friendly security services and I can see it how. The A13 processor is the best in its work. So I would definitely recommend it for everyone who are looking for it, just go for it without delay.

The most amazing thing it the delivery. Flipkart has delivered it in the span ...
READ MORE"
5,Highly recommended,"Thanks Flipkart For this amazing deal! I had a dream of owning a iphone since i had known about.
Im very happy with my purchase & it is totally worth it.
Amazing experience all over !!

Anyone who’s thinking of buying it in 2021, i would simply say go for it without any second thoughts ❤️"
5,Worth every penny,"Smooth like butter, camera like fantabulous, sound is crystal clear & its red color is damn attractive, i am just loving it. Must buy if you love photography.

Lucky to get it in sale, thank you Flipkart."
5,Perfect product!,Iphone is just awesome.. battery backup is very very nice.. continuously for 10 hours we can use it.camera is just awesome.. display is just fab.i love it alot..i had to wait 15 days for it as i pre ordered it..overalll it's worth the price..these all images are clicked by my iPhone..and i love it.
5,Terrific,Really worth of money. i just love it. It is the best phone ever.
5,Must buy!,"Best Apple iPhone that i have bought at a very reasonable price, camera quality is next level just awesome n of superior quality android phones not even close(RIP) to that and also battery is really good but packaging by Flipkart of iPhone was very poor of such a expensive product, firstly im bit worried about the quality of product if i purchased it through online how was the product but i think now this was mine best decision to bought it through Flipkart online because i got genuine Apple...
READ MORE"
5,Simply awesome,"Excellent camera, good performance, no lag. The lcd display is also good.. but difference come when we watch movie in prime and Netflix, the colours are not vibrant.. as we see in amoled display.. and the charger in box is of 5 watts.. takes more than 3 hours to charge from 0 to 100.. so guys be prepare to buy 18 watts charger . Finally I am an android user, it was my first Iapple phone, I promise u guys the iOS is so smooth.. overall the phone is damn good.... close eyes to buy it.. thanks t...
READ MORE"
5,Excellent,Its a fabulous mobile look awesome performance unbeaten camera like dslr battery good i think this is a beast of mobile
5,Worth every penny,"Best budget Iphone till date ❤️ go for it guys without second thought. Let me explain you guys about Camera, Display, battery, and performance.

Camera: at this price range there is no comparison of camera, you’ll love the picture quality as well as video quality. I am a Vlogger I wanted an iPhone with 4k video by front camera and I got this phone and I am more than happy 😃

Battery: I use this phone roughly as I am active social media person and I have a youtube channel. so the battery ba...
READ MORE"
5,Super!,"It’s been 7 years I was waiting for an income for my first iPhone .it was like a dream to me and finally I achieved it. Why chose iPhone?? It’s a premium standard level phone maybe you could find other brands valu like this but not all those are iPhone. If you are thinking to buy an iPhone don’t think too much grab it bro. Being an an iPhone owner can give you a feeling like owning an Lamborghini in your pocket According to me a middle class family boy.


Best on camera and videography
Soun...
READ MORE"
5,Great product,This is my first ever I phone. Before this I was using my google nexus 5. But moving from android to iOS is a great experience. It’s worth at this price. I will highly recommend it if you want to move to iOS. The best part of this phone is it’s camera and it’s battery life. This two things have won my heart. I loved it. Happy to have it in my hand. Still exploring its features. And can’t forget to mention Flipkart service. Very prompt service and fast delivery.
5,Classy product,Totally in love with this ❤ the camera quality is amazing just love it 😘😘😘 itsss dammnnnnnn amazing... Must buy iPhone 11 this is my best experience ever ☀👌👌🧡🧡🧡🧡🧡 thanku apple ❤
5,Worth every penny,"It’s been almost a month since I have been using this phone. I upgraded from an iPhone 8. The main issue with my 8 was battery and this phone is just awesome when it comes to battery. It lasts a day and a half for me with my regular use , internet connected always with 4g
Can’t move forward without saying this. Battery of this phone is a life saver when I am traveling or at work when I don’t get the option to charge
Camera is superb. Front cam selfies and back cam photos are just awesome.
...
READ MORE"
5,Just wow!,Best in class. Battery backup is good especially when you play games like Pubg COD. But it is sort of heavy when you hold in hands. Portrait mode is best to click pictures. Stage light effect is awesome. Try to click photos outside in nature because photos inside home or room will not give you the quality in any phone even in DSLR.
5,Classy product,"We are on apple ecosystem for almost eight years now with couple of iPads and iPhones, including Xr.

Bought iPhone 11 as a gift to my daughter who loves it. We chose for a purple coloured one. Believe me it is gorgeous and towards the lighter shade. Dazzling and brilliant!

The phone is great and does excellent RAM management like any other Apple device.

The screen, though a LCD and lesser ppi as compared to other flagship phones of competitor brands, is a delight to watch with perfect re...
READ MORE"
4,Good choice,"Looking so good 👍 😍 super 👌 stylish 😎 phone
Clean box 📦 good 👍 delivery 👌 fast delivery
Original box Original iphone 📱 👌 😍😍😍"
5,Brilliant,"I have migrated from OP 7pro... and trust me, iPhone 11 is totally worth it.. following are the reasons:-
1)there is ABSOLUTELY NO ISSUE WITH THE DISPLAY... its crisp, sharp and I found it to be much much better than OP7 pro. Netflix, Prime video all run crisply... you won’t miss a thing. True Tone works flawlessly...the display brightness is perfect. OP have not calibrated their screens properly.
2) iPhone 11 series have really good cameras... others have spoken in depth about them.
3) bat...
READ MORE"
5,Awesome,"I am using this phone for 5 days and its one of the best camera out there ❤️ the screen is not oled and i am coming from iphone xs so its little bit not up to the mark i would say
But overall value for money💕😍the battery back up is far better than my iphone xs and its worth in my apple ecosystem💫❤️if u are an apple User and have the eco system then go for it❤️though i will be getting the new iphone but its pretty good💫"
5,Perfect product!,"Battery backup is extraordinary, camera is decent & performance offered by A13 bionic is awsome. The display is good in practical usage like the visibility of display is very good in direct sun light compare to pro models. Iam extremely satisfied for the money I spent."
4,Nice product,"Awesome Phone. Slightly high price but worth. Better than iPhone XR.
Camera is superb and wide angle camera is very clear.
12MP selfie camera is also very good.
A13 Chip gives a very good and smooth performance."
5,Classy product,"Superb Product !!!
A big and worthy upgrade from mi 3S to iphone 11 .
Totally loved it !"
5,Great product,Again back to apple iphone after a gap of 2-3 years. It's pleasure to use iOS and the quality product by Apple. Iphone 11 still works like a beast in 2021 also. It really capable of doing day to day usage as well as hard core gaming. Battery is awesome. I'm really too much satisfied with it. Apart fto the very gorgious IPS LCD (AMOLED will be better) everything is mind boggling. Iphone💕.
5,Must buy!,"It’s an amazing product from apple and the camera is simply superb. Phone is faster.Night shot is simply superb and detailing and colour differentiation from camera is an added advantage

This review I have written from iPhone 11 only and I am glad to say outside.

Cons wise if we see HD+ display only, no battery percentage indicator as in older iPhone 8.
No assistive touch control button in it
No oleophobic coating on back panel glass and finger prints are visible but since I bought mint gr...
READ MORE"
5,Fabulous!,"awesome phone to have. it has got many smart features apart from mind blowing looks, camera, display, battery and sound. have fallen in love with this phone. must buy phone if you have got enough money. thanks to flipkart and apple of course.."
5,Classy product,"Well while switching from android to iOS the first thing you need to be careful about is that you will loose all your whatsapp chat backups as both are different operating systems. Camera clarity is awesome and though being an lcd screen clarity and resolution is good. Battery backup is also good unlike previous gen iPhone. So far the experience is good will Padre after a few months of usage.

P.S the black is more of a dark grey shade and not jet black"
5,Perfect product!,After 1 month use I found camera quality best compared to my previous Samsung note 10+.Display not good as note 10 also charging too slow.Apple should add fast charger like 11 plus and pro.Best phone for daily use
5,Fabulous!,"I can say I'm damn impressed with iPhone 11. As they says iPhone 11 have the toughest glass ever in the smartphone which you'll find on the front and back and it's totally smooth. The fit and finish is full apple quality - there's no sense that any cheaping out has happened in the construction. Without saying it's camera features this review won't complete. The iPhone 11 has a dual camera system, consisting of a wide angle len's that's pretty much same as found on the iPhone XR last year, but...
READ MORE"
5,Wonderful,"I just directly switch from iphone 6s to iphone 11 .The best premium smartphone I recommend to everyone. Excellent quality and colors the iphone have in 11 series.
Camera quality is just awesome and the major feel when we hold in our hands. The sound quality and volume is also higher then the previous models.
I will recommend to buy iphone 11 instead of pro models , there is nothing much difference as this model contains everything which fulfill our needs.

Only one thing that I dislike abo...
READ MORE"
5,Simply awesome,It's very high performances devise i am like the service of flipkart delevary very fast and packing very nice perfect phone
5,Mind-blowing purchase,"Best Quality Product OF iPhone Series , Sound Quality & Camera quality is very awesome, Battery Life is very Sufficient for 24 hr Backup With Full Internet Access , I love this this Product too much , It is very fast & making me Very fast in all my daily Routine
Highlights;
1.Camera: 5 STAR
2.Video Recording: 5 star
3.Night mODE sHOOTING & Camera:4 star
4. Audio Quality: Awesome
5. Battery : 5 Star
6. Touch:5 Star
7. Processor: Very Fast
The M...
READ MORE"
5,Terrific purchase,Upgraded from iphone 6 to 11 best phone for iphone users battery is much better than other iphones camera is awesome love to use it.camera is so clear in night.
5,Excellent,Amazing camera and feel super machine I am not describe my feeling but this is amazing Phone I am so lucky I have this
5,Terrific purchase,"The built quality is not very premium.
The battery back is great .
The LCD panel is not so sharp but the brightness level is very High .
Camera is super duper awesome.
The red colour which people think is bright is actually very soothing and excellent colour to choose from .
The A13 Bionic chip is really a flagship processor and can beat any phone which even has 12 gb ram .
Camera module is very great and looks very stylish."
5,Great product,"Well you all know the specifications . One of a kind. Best iPhone till date. Many enhancements to the camera app with many options. Love the glass body with matte finish in the lens area on the back. Lovely colours to choose from. Best battery in an iPhone till date, enough to last more than a day in normal usage. I tested my iPhone 11 battery and lasted for than 24 hours after full charge still with 30% battery charge left. Watched movies for some time. Normal usage on calls, browsing, musi...
READ MORE"
5,Mind-blowing purchase,"First thanks to Flipkart for this amazing deal and phone is outstanding. I upgraded from iPhone 7 and this is like very big upgrade. But the packaging was very basic I expected a good packaging as they only wrapped one layer of bubble wrap which I don’t think is enough to protect this expensive phone. And I recommend this phone and seller as well.

And I’m posting this review after using it for 4 days."
5,Terrific purchase,Its Very awesome product working and good camera quality and all about best product and also flipkart is very great deal and offer nice price
5,Mind-blowing purchase,"This will help you more. See if you are planning to buy iPhone 11. I will say. Yes. But there are some plans I just want to disclose before you buy. 1) If you are an existing iPhone X/XS/XS Max/ XR user, better you guys do not think it to buy. You guys have more or less better gadget. 2) If you are an android user and planning to buy premium phone. I will suggest them to please buy iPhone instead of buying an Android. I bet you will never go back to android after using IOS. Now I want to shar...
READ MORE"
4,Very Good,"impressive super phone and best in class camera ,sound and face unlock is super fast just see and phone is unlock and fast in daily apps use"
5,Simply awesome,Really good actually this is my first apple product am using its really awesome performance wise excellent. Am really happy with this iphone11
4,Good quality product,"it is very good at performance. Camera is best like before and very smooth response even in water. Don’t buy 12 mini buy iPhone 11 , it is far better than 12 mini believe me ! Have a nice day  ☺️"
5,Very poor,"Reviewing again after 5 months. At the beginning the battery and performance was good but it degraded soon. Also I was facing heating issues. The mobile will heat up like a stove sometimes. You cannot even play Pubg even in low settings properly, performance is not a problem but heating is. Also if you play that game for 10 mins the brightness will be automatically down due to over heating even when the auto brightness is set to off. This will not be solved even if u manually increase the bri...
READ MORE"
5,Perfect product!,"In love with this iphone great performance,camera ,battery everything. Go for it have a uncompareble battery backup, no doubts in iPhone camera here You can see the picture which is shot on my iPhone In love with this iphone great performance,camera ,battery everything. Go for it have a uncompareble battery backup, no doubts in iPhone camera here You can see the picture which is shot on my iPhone In love with this iphone great performance,camera ,battery everything. Go for it have a uncompare...
READ MORE"
5,Worthless,"Phone is awesome no doubt. But Camera & Display is not great. Performance is mind blowing.
But the phone is heating too much when charging or when you regularly used. It's experience after using 1 week. It's heating extrem when I play PUBG for 30 minutes.
Go for iPhone 11 pro or 12. Otherwise go for Android phone you will get much better phone in less price."
5,Fabulous!,"Everything is perfect pictures come out so clearly and at first I wasn’t sure when I got it then when I started to use it and get the hang of it it was amazing!! I can’t wait to see what the next future phones will be like. The screen display on this bad boy are unbelievable they are so clear and never fail me. The performance is super cool there is a lot of cool features as well I like this phone because I feel that it is easy to use and one of my favorite things about this phone is the Face...
READ MORE"
5,Wonderful,"Superfast delivery by Flipkart. Thanks.

1. iPhone 11 is a pretty solid phone for the money you are paying.
2. All the bad reviews about the display is confusing. It’s not that bad.
3. I switched from a Oneplus 7t. I have no complaints about the display quality of iPhone. Yes, it’s not OLED, so, we are missing on the deep blacks. But that’s it. It is a very colour accurate display. Gets adequately bright and I could not find any pixelation.
4. Performance is one of the best, if not best, in ...
READ MORE"
5,Must buy!,"I rate this product 5* as it has got amazing user experience with the best performing A13 bionic processor. The screen responds and graphics rendering is top notch. With casual gaming and internet browsing, the battery lasts for approx. 1 day. Camera is very good. You will fall in love with the portrait mode. You can call me a loyal Apple customer or whatever but I won’t stop praising the products and overall experience. That user experience matters and is worth every penny you pay.

Below ar...
READ MORE"
5,Great product,"I was using android phone earlier..I was thinking apple phones are much more costy than other phones with less specifications..so why to waste money in this??..But trust me guys once if you start using ios then you won't go back to android...beleive me this phone is the best than all other...There is no other phone which can beat iphones in terms of camera..iphones gives the best real image..its very faster and smoother than android phones...if you think to switch to ios iphone 11 is the best...
READ MORE"
5,Just wow!,"The ultimate performance
Camera is superb
The battery backup also very good i never saw iphone gives this much of battery backup
If any one wana buy iphone 11 definitely i will recommend this mobile
It has the better battery and powerfull processer peak performance glorious camera and the display also 100% high quality lcd display if u had money for for 12 if u dont wana invest much money on that then go for iphone 11 it has maximum same specs only main difference between the 12 and 11 is...
READ MORE"
5,Wonderful,Super and marvellous phone look very cute and nice sound. I love this phone i think white is good colur.Excellent camer 5*😍😘♥️♥️
5,Wonderful,Nice value for money good and best price I phone mind blowing camera processor very fast other android mobile I am happy India top selling phone 2020
5,Simply awesome,"Just awesome phone, everything works in such a smooth and refined way !!!
Camera - next level
Display - next level
Performance - monster
Battery - next level
Everything works at the best level with A13 Bionic Chip
Value for money iphone
You should go for this just killer performance 🔥🔥"
5,Excellent,"Seller - SuperComNet ( my trust in you has grown deeper. Thanks for the genuine product )
The package came packed perfectly. The box was sealed which gave me a big relief.

Apple needs no introduction since its the dominant market player. I just love the way how IPhone 11 stands out so boldly. The moment I took it out from the box, I could feel the premium intensity. The body is remarkable and crafted for giving you a elite vibe.

Camera is to die for. There is no other phone that can beat...
READ MORE"
5,Best in the market!,"Don’t expect much from front camera… especially who loves beauty mode and filters.. back cameras are good…video department is always plus point in iPhones… battery capacity is really surprising lasts for one day at least… performance always good and smooth… speaker’s quality is good…built quality best and haptic feedback is enjoyable…
Note : images are good after you edit"
5,Worth every penny,iPhone is delivered on time. Display is great u won’t feel that it’s a hd panel. Quality is excellent. Sounds is great it has stereo setup. Camera is good. iOS 14.2 comes in the box. U roughly get 113 gb free if u buy 128 gb. This is my second iPhone and i love it. Value for money.
5,Worth every penny,"Here is the thing

The only reason why you should buy this phone is for the camera, iOS, and if you have headaches looking at AMOLED display.

I’m not an avid gamer but watch a lot of movies on smartphone. However, my migraine attacks increased considerably after using AMOLED Smartphone. That’s why I made a calculated decision to buy iPhone 11. It has the best LCD display and the blacks, though not as natural as an AMOLED, is better than some of the other smartphones.

Adding to this the ste...
READ MORE"
5,Worth every penny,"It is better to buy iPhone 11 over iPhone 12 if you prioritize the camera,Its because the difference isn’t significantly huge except lowlight performance and Go for 128 GB variant rather than 64 GB because the system data alone contains 20 GB of data .
Even though it's 720p LCD display but it's better than todays Android's 1080p display. My phone was a 64GB mint green model and this one is really pretty especially in the real life. I can still get almost everything out of what i paid for at a...
READ MORE"
5,Awesome,Very excited to have this phone. This phone has the real power unlike the android phones having SD 855 . The battery life is very good and the camera quality is excellent as comapred to redmi and other phones except google pixel. I M enjoying every single bit of it. Would recommed only if you have the budget.
5,Excellent,A perfect phone and a good battery super camera and the sound is dynamic overall the phone is perfect for upgrading from lower iPhone model to iPhone 11
5,Mind-blowing purchase,"Excellent camera 📸 And Display touching very Nice And Smooth and very improvement against
I phone 11 and new processor is very fast"
5,Excellent,🤩🤩🤩🤩🤩🤩I loved the Phone.. Every time I pick up the phone it makes me happy... The phone is beast💪💪 and the camera is fabulous 🥰🥰🥰.. I think one of my great purchase from Flipkart.. Thank you Filpkart..
5,Brilliant,Excellent camera and display touching very nice and smooth very improvement against iPhone XR and new processor is very fast
